Serial_No,Date(%y-%m-%d),District,Crop,N(kg/ha),P(kg/ha),K(kg/ha),pH,Rainfall(mm),Temperature(°C),Humidity(%),Market_Price(INR/kg),Yield(kg/ha),Total_Market_Price(INR/ha)
1557,2025-01-07,Thoothukudi,Peas,87,58,97,6.2,743,24,56,117.98,5780.0,681924.4
1558,2025-02-03,Kanchipuram,Peas,81,62,72,6.1,1090,20,88,11.81,7830.0,92472.3
1559,2025-01-07,Coimbatore,Sugarcane,170,74,121,6.9,1838,29,65,101.38,61040.0,6188235.2
1560,2025-02-01,Madurai,Carrot,101,56,87,7.2,776,22,74,97.37,10840.0,1055490.8
1561,2025-01-05,Tirupur,Mango,143,69,72,6.9,862,25,63,39.2,14950.0,586040.0
1562,2025-01-24,Palladam,Peas,100,50,70,7.0,716,22,72,95.39,8570.0,817492.3
1563,2025-01-03,Theni,Banana,186,90,147,6.6,1268,32,82,190.79,38910.0,7423638.9
1564,2025-01-12,Coimbatore,Cabbage,156,82,117,6.1,1075,21,86,160.54,3760.0,603630.4
1565,2025-02-12,Virdhunagar,Ginger,104,53,73,6.9,1412,29,80,77.05,7530.0,580186.5
1566,2025-01-31,Karur,Onion,116,57,66,7.0,609,20,79,79.69,11780.0,938748.2
1567,2025-01-12,Namakkal,Cauliflower,146,73,101,6.8,1135,18,71,74.5,4010.0,298745.0
1568,2025-02-02,Ooty,Sugarcane,189,79,153,7.1,1528,30,73,71.92,76310.0,5488215.2
1569,2025-02-16,Virdhunagar,Ginger,99,35,63,6.4,1224,30,85,112.6,5690.0,640694.0
1570,2025-01-02,Vellore,Brinjal,96,75,91,6.4,1043,25,67,108.89,10880.0,1184723.2
1571,2025-01-24,Theni,Cabbage,164,82,87,6.5,851,23,67,53.09,3150.0,167233.5
1572,2025-02-16,Kanyakumari,Maize,142,72,113,6.3,747,30,65,88.21,4500.0,396945.0
1573,2025-01-21,Vellore,Tapioca,82,48,87,6.0,1458,30,55,10.1,19890.0,200889.0
1574,2025-02-15,Erode,Chili,140,66,116,6.9,1170,26,50,128.86,2640.0,340190.4
1575,2025-01-21,Ramanathapuram,Pumpkin,104,54,79,6.1,1268,31,76,39.27,10520.0,413120.4
1576,2025-01-14,Ooty,Tomato,149,72,114,6.9,1087,22,89,84.61,6380.0,539811.8
1577,2025-02-13,Coimbatore,Ginger,114,54,63,7.0,1436,32,64,188.29,6310.0,1188109.9
1578,2025-01-20,Palladam,Lemon,106,70,98,6.6,1325,29,77,144.74,10080.0,1458979.2
1579,2025-01-06,Madurai,Mango,143,68,89,7.1,1251,28,59,98.85,29800.0,2945730.0
1580,2025-01-27,Ramanathapuram,Brinjal,137,67,93,6.2,1107,30,60,86.57,9840.0,851848.8
1581,2025-01-04,Tiruvallur,Soybean,128,53,64,6.8,872,27,86,43.68,1980.0,86486.4
1582,2025-02-18,Ramanathapuram,Cauliflower,111,72,100,6.9,797,23,87,150.59,4100.0,617419.0
1583,2025-01-26,Vellore,Onion,126,62,67,6.3,603,21,70,30.08,14930.0,449094.4
1584,2025-02-09,Nagapattinam,Tomato,140,73,116,6.7,876,24,54,85.44,9840.0,840729.6
1585,2025-01-01,Ooty,Mango,124,54,94,7.2,1300,28,65,159.8,17330.0,2769334.0
1586,2025-01-22,Dindigul,Cotton,126,62,95,6.9,713,27,65,83.92,1750.0,146860.0
1587,2025-01-24,Tiruvannamalai,Mango,136,56,70,7.0,1070,28,54,166.6,23350.0,3890110.0
1588,2025-02-07,Kallakurichi,Soybean,118,63,65,7.4,685,27,63,112.29,1700.0,190893.0
1589,2025-01-06,Ramanathapuram,Groundnut,91,58,62,7.1,419,27,54,59.9,950.0,56905.0
1590,2025-01-31,Ooty,Cabbage,132,79,89,6.2,1069,22,65,119.68,4280.0,512230.4
1591,2025-02-12,Erode,Lemon,125,80,100,7.4,1348,25,52,151.41,8060.0,1220364.6
1592,2025-02-01,Thanjavur,Groundnut,89,30,59,6.7,645,25,79,33.6,980.0,32928.0
1593,2025-01-25,Trichy,Lemon,109,58,86,6.5,1496,28,62,171.95,11150.0,1917242.5
1594,2025-02-02,Nagapattinam,Onion,124,70,76,6.7,697,25,56,75.14,19490.0,1464478.6
1595,2025-02-08,Kallakurichi,Rice,106,63,108,6.7,1322,22,75,112.42,2360.0,265311.2
1596,2025-01-11,Thoothukudi,Wheat,115,52,66,6.8,983,21,52,26.72,3430.0,91649.6
1597,2025-01-25,Dindigul,Brinjal,109,60,71,6.6,862,28,57,77.46,13510.0,1046484.6
1598,2025-01-10,Tiruvallur,Lemon,115,55,99,7.3,1442,27,74,67.06,15060.0,1009923.6
1599,2025-01-11,Dindigul,Tapioca,98,35,79,6.1,1407,27,73,181.01,19170.0,3469961.7
1600,2025-02-02,Tirunelveli,Ginger,106,33,82,6.6,1602,29,79,96.88,7060.0,683972.8
1601,2025-01-20,Ariyalur,Cotton,102,56,85,7.0,1063,26,64,49.97,1360.0,67959.2
1602,2025-01-22,Madurai,Tomato,167,77,101,6.9,1132,22,52,125.34,5930.0,743266.2
1603,2025-01-13,Karur,Cabbage,149,64,81,6.9,895,19,86,138.42,5710.0,790378.2
1604,2025-01-28,Thoothukudi,Carrot,102,55,64,6.7,931,22,84,19.32,11270.0,217736.4
1605,2025-01-13,Trichy,Lemon,118,70,99,7.3,1028,28,73,182.2,18790.0,3423538.0
1606,2025-02-14,Thoothukudi,Peas,130,55,78,6.2,737,20,66,50.8,9960.0,505968.0
1607,2025-01-18,Coimbatore,Pumpkin,94,64,99,7.4,1009,28,73,132.11,12360.0,1632879.6
1608,2025-02-18,Ariyalur,Peas,86,48,98,6.0,759,21,55,131.86,7030.0,926975.8
1609,2025-02-07,Tiruvannamalai,Groundnut,67,42,57,6.1,484,26,75,68.61,1940.0,133103.4
1610,2025-01-15,Ariyalur,Peas,86,55,94,6.1,675,24,56,84.6,9070.0,767322.0
1611,2025-02-13,Sankagiri,Tapioca,121,48,100,6.8,1292,25,67,36.42,24030.0,875172.6
1612,2025-01-16,Thanjavur,Tapioca,84,36,67,7.1,1378,30,59,67.51,13180.0,889781.8
1613,2025-02-01,Kallakurichi,Sugarcane,151,87,142,7.2,1873,28,58,46.41,85270.0,3957380.7
1614,2025-01-03,Cuddalore,Tapioca,102,31,79,6.9,1303,26,60,177.67,20310.0,3608477.7
1615,2025-02-03,Theni,Groundnut,82,51,52,7.1,891,22,55,196.27,1680.0,329733.6
1616,2025-01-15,Ramanathapuram,Brinjal,100,78,99,6.8,1015,27,61,75.58,14910.0,1126897.8
1617,2025-01-18,Ramanathapuram,Sugarcane,163,73,147,7.1,1788,32,52,133.93,66780.0,8943845.4
1618,2025-01-31,Villupuram,Cauliflower,148,69,87,6.7,1159,23,53,190.33,4770.0,907874.1
1619,2025-02-07,Vellore,Rice,110,74,80,5.6,1444,22,54,63.01,3720.0,234397.2
1620,2025-01-19,Ariyalur,Rice,103,55,89,7.2,1099,23,87,130.72,3620.0,473206.4
1621,2025-01-13,Virdhunagar,Tomato,170,76,137,6.5,893,25,88,194.26,7850.0,1524941.0
1622,2025-03-30,Krishnagiri,Peas,91,52,62,6.6,873,21,63,111.87,9727.0,1088159.49
1623,2025-09-03,Kanyakumari,Chickpea,92,39,37,6.7,911,22,77,108.31,4930.0,533968.3
1624,2025-05-26,Kanchipuram,Apple,145,55,129,6.5,993,27,77,95.56,11875.0,1134775.0
1625,2025-08-02,Salem,Onion,98,54,77,6.4,1030,20,68,104.98,13228.0,1388675.44
1626,2025-01-26,Ariyalur,Wheat,111,58,85,7.0,507,24,63,106.83,3861.0,412470.63
1627,2025-12-30,Ariyalur,Cauliflower,110,76,78,7.0,864,23,73,94.46,5326.0,503093.96
1628,2025-05-23,Sankagiri,Mango,125,70,90,7.0,1055,22,65,111.4,20977.0,2336837.8
1629,2025-11-27,Virdhunagar,Tapioca,115,28,81,6.6,1252,28,73,118.67,24747.0,2936726.49
1630,2025-01-19,Theni,Lemon,110,62,114,7.3,1170,25,70,122.8,15269.0,1875033.2
1631,2025-02-25,Virdhunagar,Onion,111,54,76,6.7,958,21,67,104.91,14642.0,1536092.22
1632,2025-04-17,Ariyalur,Cabbage,163,82,109,6.7,1010,17,69,91.85,4045.0,371533.25
1633,2025-12-09,Sankagiri,Wheat,109,46,77,6.7,619,19,71,99.42,4937.0,490836.54
1634,2025-10-24,Kanyakumari,Groundnut,58,46,61,6.8,410,24,84,125.72,1583.0,199014.76
1635,2025-11-17,Thoothukudi,Cauliflower,120,75,82,6.8,947,21,66,96.09,6589.0,633137.01
1636,2025-06-06,Virdhunagar,Cauliflower,152,57,78,6.6,1121,21,70,90.65,4992.0,452524.8
1637,2025-05-03,Tiruvallur,Groundnut,72,44,54,7.1,669,24,72,120.19,1820.0,218745.8
1638,2025-09-15,Pudukkottai,Chili,125,85,99,6.4,798,26,68,96.02,1639.0,157376.78
1639,2025-03-12,Trichy,Soybean,118,69,96,7.0,822,25,67,119.23,1918.0,228683.14
1640,2025-05-25,Madurai,Onion,119,54,83,7.0,812,24,76,104.22,16167.0,1684924.74
1641,2025-07-02,Dindigul,Chili,158,71,125,6.5,1282,28,82,92.99,3380.0,314306.2
1642,2025-07-11,Tiruvannamalai,Sugarcane,191,102,132,7.1,1425,29,75,98.35,79329.0,7802007.15
1643,2025-02-09,Ariyalur,Tomato,149,93,120,6.4,784,21,65,94.74,9293.0,880418.82
1644,2025-03-16,Palladam,Soybean,129,50,76,7.4,759,27,67,112.62,3074.0,346193.88
1645,2025-07-19,Trichy,Ginger,96,49,76,6.6,1442,31,72,92.72,7459.0,691598.48
1646,2025-05-18,Sankagiri,Tomato,154,79,89,7.0,863,23,74,103.39,6036.0,624062.04
1647,2025-04-05,Kallakurichi,Brinjal,90,76,79,6.8,992,29,70,110.85,15467.0,1714516.95
1648,2025-08-02,Virdhunagar,Ginger,91,48,66,6.8,1393,27,70,105.44,4651.0,490401.44
1649,2025-10-12,Ooty,Brinjal,95,66,70,7.0,823,25,72,93.82,7852.0,736674.64
1650,2025-04-08,Tiruvallur,Carrot,89,55,57,7.0,711,20,73,104.27,8519.0,888276.13
1651,2025-01-18,Tiruvallur,Cotton,116,36,75,7.1,921,27,68,101.66,1495.0,151981.7
1652,2025-07-04,Kanchipuram,Groundnut,68,46,74,7.0,503,26,70,123.47,1607.0,198416.29
1653,2025-08-07,Madurai,Mango,150,79,85,6.9,897,27,73,101.78,13924.0,1417184.72
1654,2025-03-11,Kanyakumari,Onion,120,70,98,6.7,903,23,69,109.06,17528.0,1911603.68
1655,2025-08-19,Nagapattinam,Chili,122,72,92,6.8,1279,28,68,91.21,3115.0,284119.15
1656,2025-11-03,Dindigul,Banana,167,94,142,6.8,1493,31,66,99.76,23753.0,2369599.28
1657,2025-03-04,Sankagiri,Maize,147,80,110,6.2,932,27,81,108.36,5737.0,621661.32
1658,2025-08-15,Erode,Groundnut,52,45,51,6.5,639,26,67,126.25,1647.0,207933.75
1659,2025-09-14,Perambalur,Pumpkin,93,56,94,6.8,1203,32,64,107.92,26781.0,2890205.52
1660,2025-02-27,Tirunelveli,Tapioca,133,32,74,6.8,1592,26,65,109.97,13761.0,1513297.17
1661,2025-05-14,Tiruvallur,Apple,155,62,113,6.9,1145,23,70,93.31,11360.0,1060001.6
1662,2025-03-16,Tirunelveli,Apple,146,65,108,6.9,1192,28,73,102.93,7474.0,769298.82
1663,2025-01-30,Villupuram,Ginger,95,58,59,6.3,1526,29,73,106.93,5182.0,554111.26
1664,2025-04-14,Kanchipuram,Wheat,118,51,79,6.8,662,22,58,107.32,4533.0,486481.56
1665,2025-08-05,Tiruvannamalai,Rice,118,58,98,5.9,1289,27,65,93.96,5643.0,530216.28
1666,2025-06-19,Kallakurichi,Cotton,94,62,80,7.0,679,28,70,103.91,2435.0,253020.85
1667,2025-02-21,Tiruvannamalai,Apple,122,69,96,6.3,952,27,66,99.13,5693.0,564347.09
1668,2025-01-06,Namakkal,Peas,114,37,90,6.8,903,22,61,108.68,8487.0,922367.16
1669,2025-07-17,Krishnagiri,Cotton,98,51,79,7.2,882,25,62,101.01,2084.0,210504.84
1670,2025-08-12,Chennai,Lemon,130,52,99,6.7,1430,25,74,118.43,11881.0,1407066.83
1671,2025-07-31,Tiruvallur,Brinjal,144,79,85,7.3,1120,29,70,106.36,12690.0,1349708.4
1672,2025-03-16,Kanchipuram,Ginger,105,46,110,6.8,1465,30,69,94.42,6735.0,635918.7
1673,2025-02-19,Tiruvannamalai,Onion,118,66,85,7.0,640,23,74,99.96,16545.0,1653838.2
1674,2025-03-11,Sivaganga,Tomato,158,82,116,6.5,911,25,62,99.34,4947.0,491434.98
1675,2025-11-09,Tirunelveli,Wheat,97,48,88,7.1,1127,23,65,108.5,4722.0,512337.0
1676,2025-07-12,Theni,Onion,143,66,79,6.7,1101,19,68,99.48,15131.0,1505231.88
1677,2025-04-25,Kanchipuram,Mango,124,66,93,6.9,1175,28,69,96.19,9647.0,927944.93
1678,2025-02-23,Kanyakumari,Maize,155,74,119,7.0,1034,26,75,112.83,5105.0,575997.15
1679,2025-08-14,Chennai,Tapioca,95,44,67,6.8,1410,24,71,110.01,18425.0,2026934.25
1680,2025-09-07,Thoothukudi,Banana,173,80,147,7.0,1497,30,74,90.9,23033.0,2093699.7
1681,2025-08-07,Madurai,Tomato,132,90,118,7.1,905,24,61,107.71,10087.0,1086470.77
1682,2025-10-13,Tiruvannamalai,Cauliflower,102,66,73,6.6,829,22,78,95.38,7278.0,694175.64
1683,2025-01-16,Ramanathapuram,Carrot,60,56,64,7.5,692,21,66,103.87,11855.0,1231378.85
1684,2025-02-24,Palladam,Mango,122,62,89,7.1,1071,26,77,105.33,19168.0,2018965.44
1685,2025-09-08,Dindigul,Chickpea,89,52,46,6.6,745,18,75,103.93,4633.0,481507.69
1686,2025-08-15,Perambalur,Groundnut,69,53,53,6.8,614,20,76,113.48,1192.0,135268.16
1687,2025-03-07,Vellore,Brinjal,114,75,65,7.0,1378,30,69,108.16,12652.0,1368440.32
1688,2025-06-08,Cuddalore,Peas,94,49,87,7.1,846,22,66,106.27,7707.0,819022.89
1689,2025-04-09,Nagapattinam,Onion,121,63,85,6.8,795,21,77,106.09,13901.0,1474757.09
1690,2025-04-20,Thoothukudi,Watermelon,160,94,110,7.1,1680,35,75,100.15,11561.0,1157834.15
1691,2025-07-14,Thanjavur,Maize,131,73,136,7.0,762,23,73,103.48,7159.0,740813.32
1692,2025-05-09,Thanjavur,Chili,153,79,89,6.7,1447,26,77,100.65,980.0,98637.0
1693,2025-12-25,Chennai,Tapioca,115,41,87,6.8,1263,28,78,109.76,28624.0,3141770.24
1694,2025-10-22,Tirupur,Banana,172,108,127,7.3,1168,28,68,96.73,25187.0,2436338.51
1695,2025-08-21,Coimbatore,Chili,134,80,108,6.8,1145,29,69,91.28,3573.0,326143.44
1696,2025-01-22,Theni,Sugarcane,175,67,159,7.0,1916,32,74,106.95,77338.0,8271299.1
1697,2025-06-01,Cuddalore,Tapioca,119,44,86,6.8,1467,27,76,112.72,23598.0,2659966.56
1698,2025-05-21,Krishnagiri,Cabbage,142,71,92,6.9,1004,21,67,101.68,4827.0,490809.36
1699,2025-08-27,Perambalur,Carrot,82,65,62,7.1,868,22,69,114.88,8622.0,990495.36
1700,2025-05-06,Chennai,Chickpea,51,50,62,6.6,1011,18,67,113.99,2587.0,294892.13
1701,2025-07-22,Sivaganga,Groundnut,61,39,53,6.6,803,23,64,133.17,1064.0,141692.88
1702,2025-05-02,Coimbatore,Tapioca,109,33,72,6.7,1259,27,76,107.39,23583.0,2532578.37
1703,2025-11-20,Pudukkottai,Apple,131,72,121,6.7,964,24,71,99.43,10742.0,1068077.06
1704,2025-05-23,Krishnagiri,Rice,85,66,112,6.3,1456,25,78,93.78,380.0,35636.4
1705,2025-08-28,Salem,Wheat,85,49,72,6.6,509,21,56,105.58,5489.0,579528.62
1706,2025-03-10,Thanjavur,Maize,122,71,113,7.1,868,26,77,107.42,5604.0,601981.68
1707,2025-02-01,Palladam,Wheat,88,62,104,6.9,670,21,68,107.2,4530.0,485616.0
1708,2025-05-11,Ooty,Tapioca,121,51,82,6.8,1241,30,73,114.03,13823.0,1576236.69
1709,2025-11-14,Pudukkottai,Mango,150,64,65,6.9,878,28,64,104.49,24659.0,2576618.91
1710,2025-12-10,Thoothukudi,Tomato,139,97,112,6.8,912,21,82,106.87,8615.0,920685.05
1711,2025-06-02,Pudukkottai,Maize,143,76,125,7.2,939,28,74,111.05,6779.0,752807.95
1712,2025-05-23,Chennai,Cauliflower,136,66,94,6.5,817,21,67,88.59,6279.0,556256.61
1713,2025-09-06,Kallakurichi,Rice,109,64,118,6.3,1068,24,69,100.53,3742.0,376183.26
1714,2025-05-11,Thanjavur,Cabbage,124,74,89,7.1,968,21,72,106.05,2604.0,276154.2
1715,2025-09-25,Thanjavur,Groundnut,72,34,66,6.9,857,24,71,120.68,1106.0,133472.08
1716,2025-03-18,Kanyakumari,Apple,127,50,109,6.3,1201,26,71,102.35,9528.0,975190.8
1717,2025-01-07,Ramanathapuram,Pumpkin,121,61,79,6.7,760,28,72,101.01,17240.0,1741412.4
1718,2025-05-21,Chennai,Watermelon,148,83,117,7.1,1119,31,74,102.75,16708.0,1716747.0
1719,2025-12-15,Sankagiri,Carrot,56,48,70,7.0,566,19,73,102.18,7891.0,806302.38
1720,2025-01-26,Vellore,Onion,129,68,90,6.8,901,21,63,107.59,11364.0,1222652.76
1721,2025-08-19,Ariyalur,Groundnut,59,46,53,7.0,570,25,67,118.25,2039.0,241111.75
1722,2025-11-11,Vellore,Peas,124,54,72,6.6,754,23,73,123.25,4023.0,495834.75
1723,2025-10-05,Thanjavur,Peas,109,54,64,6.9,640,19,73,114.27,7105.0,811888.35
1724,2025-06-26,Nagapattinam,Apple,161,80,121,6.9,1208,26,67,94.68,13843.0,1310655.24
1725,2025-05-18,Tirupur,Apple,134,72,114,6.7,979,29,67,95.77,10835.0,1037667.95
1726,2025-08-11,Pudukkottai,Rice,137,55,101,6.4,1395,27,68,87.43,3826.0,334507.18
1727,2025-05-13,Theni,Cauliflower,127,66,90,6.4,957,17,66,83.03,5493.0,456083.79
1728,2025-02-23,Namakkal,Banana,158,86,132,7.3,1241,32,74,98.59,24588.0,2424130.92
1729,2025-09-17,Namakkal,Chili,136,77,102,6.9,950,28,66,98.03,1593.0,156161.79
1730,2025-11-17,Coimbatore,Lemon,114,75,103,7.2,1452,27,73,133.09,17928.0,2386037.52
1731,2025-04-23,Trichy,Cotton,117,77,61,7.3,866,27,64,104.29,1240.0,129319.6
1732,2025-03-11,Thanjavur,Pumpkin,117,47,68,6.7,1030,31,74,104.47,21015.0,2195437.05
1733,2025-10-08,Pudukkottai,Carrot,60,50,65,7.3,447,18,70,97.83,10251.0,1002855.33
1734,2025-01-03,Kanchipuram,Rice,138,64,116,6.3,1424,22,61,97.67,3924.0,383257.08
1735,2025-10-11,Madurai,Carrot,83,57,91,7.2,572,21,71,110.51,11988.0,1324793.88
1736,2025-07-23,Trichy,Watermelon,144,95,120,7.1,1628,33,66,104.4,15013.0,1567357.2
1737,2025-05-25,Namakkal,Maize,138,69,127,6.4,928,25,75,106.01,5408.0,573302.08
1738,2025-05-06,Palladam,Wheat,116,57,77,6.7,544,22,75,109.12,6429.0,701532.48
1739,2025-09-30,Coimbatore,Maize,138,85,110,6.7,847,24,61,114.26,6783.0,775025.58
1740,2025-05-20,Karur,Carrot,80,44,68,7.3,795,20,73,104.16,9893.0,1030454.88
1741,2025-05-08,Erode,Onion,133,66,71,6.7,938,21,72,101.32,18178.0,1841794.96
1742,2025-12-30,Thoothukudi,Apple,124,74,97,6.7,1202,26,69,101.84,9556.0,973183.04
1743,2025-06-20,Cuddalore,Maize,133,67,117,6.7,796,25,77,103.13,5431.0,560099.03
1744,2025-07-25,Erode,Cabbage,144,64,80,7.0,904,18,65,113.02,5749.0,649751.98
1745,2025-07-06,Ramanathapuram,Lemon,123,61,78,7.1,1151,30,63,117.5,15621.0,1835467.5
1746,2025-12-13,Karur,Apple,144,77,127,6.7,1003,26,73,95.84,11907.0,1141166.88
1747,2025-01-01,Kanchipuram,Chickpea,72,44,60,6.6,871,21,68,102.55,4919.0,504443.45
1748,2025-07-10,Vellore,Mango,129,60,92,7.3,1427,27,65,103.47,15172.0,1569846.84
1749,2025-09-25,Ariyalur,Maize,168,86,116,6.7,792,28,77,104.99,6211.0,652092.89
1750,2025-06-09,Erode,Mango,141,57,112,7.1,1242,26,64,112.42,23334.0,2623208.28
1751,2025-04-23,Nagapattinam,Mango,129,69,101,7.3,957,29,62,102.99,15379.0,1583883.21
1752,2025-04-09,Madurai,Cabbage,138,68,127,6.7,821,23,65,99.72,3502.0,349219.44
1753,2025-01-03,Kallakurichi,Tomato,133,83,139,6.7,835,23,70,96.24,8891.0,855669.84
1754,2025-12-17,Namakkal,Cabbage,134,61,112,6.2,600,22,63,106.8,3987.0,425811.6
1755,2025-03-06,Pudukkottai,Mango,120,61,90,7.2,1184,28,71,96.47,24395.0,2353385.65
1756,2025-11-24,Trichy,Tomato,114,73,107,6.8,856,20,80,93.21,6796.0,633455.16
1757,2025-01-07,Sankagiri,Chili,144,90,104,6.7,873,27,69,103.77,2970.0,308196.9
1758,2025-11-27,Nagapattinam,Soybean,92,65,73,7.3,896,22,60,110.68,3233.0,357828.44
1759,2025-06-13,Pudukkottai,Pumpkin,104,59,86,6.8,1117,28,69,107.51,19552.0,2102035.52
1760,2025-02-01,Thanjavur,Chili,107,78,93,6.8,1192,29,75,106.29,3512.0,373290.48
1761,2025-10-01,Coimbatore,Groundnut,85,33,40,6.6,616,25,76,118.26,1827.0,216061.02
1762,2025-07-10,Virdhunagar,Watermelon,142,88,140,7.0,1354,32,70,111.71,12609.0,1408551.39
1763,2025-08-15,Ramanathapuram,Chili,143,69,113,6.8,909,26,64,106.57,1971.0,210049.47
1764,2025-01-28,Kanyakumari,Ginger,115,44,89,6.3,1491,27,71,103.08,7740.0,797839.2
1765,2025-04-07,Tirunelveli,Groundnut,63,41,34,6.6,554,26,62,127.63,1486.0,189658.18
1766,2025-08-20,Tiruvallur,Watermelon,143,58,120,6.8,1572,33,65,102.28,16334.0,1670641.52
1767,2025-08-05,Ariyalur,Watermelon,186,78,139,7.1,1138,34,71,103.83,14817.0,1538449.11
1768,2025-02-19,Virdhunagar,Carrot,92,43,84,7.2,532,21,65,103.92,9994.0,1038576.48
1769,2025-01-28,Tirupur,Tapioca,107,32,63,6.5,1316,26,68,102.27,25415.0,2599192.05
1770,2025-05-19,Theni,Onion,123,53,84,6.6,935,21,68,104.98,15355.0,1611967.9
1771,2025-04-09,Cuddalore,Tomato,148,89,108,6.8,1061,18,70,103.61,10828.0,1121889.08
1772,2025-10-13,Sivaganga,Sugarcane,203,76,111,6.7,1697,30,71,107.09,78140.0,8368012.6
1773,2025-11-21,Theni,Sugarcane,165,81,140,6.8,1625,25,73,100.89,69432.0,7004994.48
1774,2025-12-05,Trichy,Cabbage,145,75,102,6.6,1023,21,65,103.59,4188.0,433834.92
1775,2025-12-18,Villupuram,Lemon,128,75,87,7.0,1288,25,68,124.62,15858.0,1976223.96
1776,2025-11-17,Erode,Maize,144,62,121,6.5,855,28,77,121.75,3609.0,439395.75
1777,2025-06-04,Nagapattinam,Lemon,123,79,100,6.9,1475,26,67,109.38,20010.0,2188693.8
1778,2025-05-05,Theni,Wheat,83,59,114,6.8,1021,19,62,93.18,5590.0,520876.2
1779,2025-04-16,Thoothukudi,Sugarcane,149,65,140,7.0,1620,32,76,105.0,70657.0,7418985.0
1780,2025-05-27,Namakkal,Apple,133,66,118,6.6,1128,20,68,91.59,8030.0,735467.7
1781,2025-11-18,Kanchipuram,Sugarcane,200,81,148,7.0,1635,28,66,100.66,95306.0,9593501.96
1782,2025-12-19,Kanchipuram,Carrot,73,65,64,6.9,655,19,69,112.19,10590.0,1188092.1
1783,2025-05-14,Chennai,Carrot,95,65,74,7.2,852,18,77,102.66,13474.0,1383240.84
1784,2025-12-10,Cuddalore,Lemon,106,57,81,7.1,1302,27,61,113.98,18383.0,2095294.34
1785,2025-09-23,Vellore,Soybean,119,74,89,7.2,1165,23,64,114.18,2249.0,256790.82
1786,2025-06-14,Tirupur,Maize,157,67,113,6.7,1068,24,67,105.82,7830.0,828570.6
1787,2025-09-23,Tirunelveli,Banana,175,94,123,6.9,1354,31,68,108.39,33140.0,3592044.6
1788,2025-05-12,Theni,Tomato,149,89,138,6.7,1072,19,69,105.86,7044.0,745677.84
1789,2025-06-28,Kallakurichi,Watermelon,156,78,129,7.3,1362,32,59,106.15,11136.0,1182086.4
1790,2025-05-12,Theni,Carrot,85,59,75,7.3,922,18,74,110.86,9487.0,1051728.82
1791,2025-08-15,Thanjavur,Groundnut,65,36,51,6.7,396,22,72,124.25,847.0,105239.75
1792,2025-05-22,Namakkal,Tomato,151,84,117,7.1,949,23,70,104.47,7747.0,809329.09
1793,2025-08-10,Kanchipuram,Wheat,118,44,64,6.7,682,25,63,101.31,4918.0,498242.58
1794,2025-04-07,Thoothukudi,Tomato,160,90,123,6.6,735,27,69,102.93,7164.0,737390.52
1795,2025-06-07,Thoothukudi,Apple,126,64,100,6.8,1222,27,60,104.87,14199.0,1489049.13
1796,2025-08-07,Cuddalore,Pumpkin,87,60,93,6.5,1192,28,65,110.42,25310.0,2794730.2
1797,2025-08-15,Trichy,Cauliflower,126,61,103,6.7,977,22,65,92.91,7627.0,708624.57
1798,2025-02-10,Dindigul,Chickpea,69,55,62,6.7,551,20,70,104.49,5001.0,522554.49
1799,2025-01-27,Kallakurichi,Brinjal,114,62,61,6.7,1063,27,76,107.92,11952.0,1289859.84
1800,2025-07-31,Perambalur,Groundnut,59,40,66,7.1,662,25,66,115.21,1125.0,129611.25
1801,2025-04-10,Tiruvannamalai,Rice,117,70,118,6.8,1172,24,65,92.61,3969.0,367569.09
1802,2025-04-12,Vellore,Cauliflower,131,61,108,6.9,911,23,75,89.2,7828.0,698257.6
1803,2025-09-15,Sankagiri,Peas,91,52,76,6.9,1054,25,68,114.83,6302.0,723658.66
1804,2025-12-13,Kanchipuram,Chickpea,97,53,71,6.9,958,24,59,106.36,2479.0,263666.44
1805,2025-07-03,Sankagiri,Rice,108,59,119,6.5,1125,23,71,95.25,2914.0,277558.5
1806,2025-03-14,Sankagiri,Cauliflower,113,75,71,6.9,1054,18,79,90.63,4713.0,427139.19
1807,2025-01-01,Kallakurichi,Chickpea,68,47,58,6.8,858,21,70,103.76,3253.0,337531.28
1808,2025-09-19,Virdhunagar,Lemon,126,77,92,6.9,1501,24,70,118.05,16279.0,1921735.95
1809,2025-12-25,Virdhunagar,Tapioca,123,51,83,7.1,1303,27,75,106.26,15247.0,1620146.22
1810,2025-10-03,Virdhunagar,Pumpkin,80,36,95,6.5,932,28,65,101.08,11077.0,1119663.16
1811,2025-04-02,Thanjavur,Cotton,77,48,69,7.2,815,25,66,98.17,1589.0,155992.13
1812,2025-02-13,Perambalur,Soybean,96,46,85,6.7,807,26,66,107.42,2062.0,221500.04
1813,2025-08-23,Chennai,Cabbage,158,74,96,6.6,884,17,76,99.41,3418.0,339783.38
1814,2025-07-31,Ramanathapuram,Watermelon,137,85,116,6.9,1515,30,57,101.82,9169.0,933587.58
1815,2025-12-05,Kanyakumari,Watermelon,134,80,132,7.1,1466,30,65,107.6,10367.0,1115489.2
1816,2025-11-10,Dindigul,Sugarcane,154,98,113,7.0,1823,30,68,106.25,70939.0,7537268.75
1817,2025-10-02,Tirunelveli,Maize,152,73,107,6.9,1232,26,70,107.82,5915.0,637755.3
1818,2025-03-30,Kanchipuram,Banana,161,91,139,7.1,1408,28,70,96.62,25525.0,2466225.5
1819,2025-02-16,Tirupur,Mango,119,87,94,7.0,1057,28,72,92.9,7605.0,706504.5
